'Time and date','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'[00:00:00.030 01/01/2011]',-23.500,11.600,-31.700,-4.700,-13.700,0.680
'[00:00:00.031 01/01/2011]',-23.000,11.000,-31.100,-4.400,-13.100,0.680
'[00:00:00.032 01/01/2011]',-22.300,10.700,-30.600,-3.900,-12.500,0.680
'[00:00:00.033 01/01/2011]',-21.800,10.600,-30.200,-3.400,-11.900,0.680
'[00:00:00.034 01/01/2011]',-22.300,10.700,-30.100,-2.900,-11.500,0.680
'[00:00:00.035 01/01/2011]',-23.800,10.700,-30.300,-2.600,-11.200,0.680
'[00:00:00.036 01/01/2011]',-26.000,10.400,-30.700,-2.500,-10.900,0.680
'[00:00:00.037 01/01/2011]',-28.000,10.000,-31.300,-2.500,-10.700,0.680
'[00:00:00.038 01/01/2011]',-28.900,9.400,-31.800,-2.600,-10.500,0.680
'[00:00:00.039 01/01/2011]',-28.100,9.000,-32.200,-2.800,-10.100,0.680
'[00:00:00.040 01/01/2011]',-26.300,8.800,-32.500,-3.000,-9.600,0.708
'[00:00:00.041 01/01/2011]',-24.500,8.900,-32.600,-3.200,-9.100,0.708
'[00:00:00.042 01/01/2011]',-24.000,8.900,-32.901,-3.400,-9.100,0.708
'[00:00:00.043 01/01/2011]',-25.400,8.600,-33.301,-4.000,-9.600,0.708
'[00:00:00.044 01/01/2011]',-28.400,8.000,-34.001,-4.800,-10.700,0.708
'[00:00:00.045 01/01/2011]',-31.600,7.000,-34.901,-5.900,-12.000,0.708
'[00:00:00.046 01/01/2011]',-33.701,6.100,-35.801,-7.100,-13.000,0.708
'[00:00:00.047 01/01/2011]',-33.901,5.400,-36.501,-8.000,-13.300,0.708
'[00:00:00.048 01/01/2011]',-32.300,5.100,-36.901,-8.400,-12.700,0.708
'[00:00:00.049 01/01/2011]',-29.900,4.800,-37.101,-8.300,-11.700,0.708
'[00:00:00.050 01/01/2011]',-27.900,4.300,-37.301,-8.100,-10.900,0.579
'[00:00:00.051 01/01/2011]',-27.100,3.200,-37.701,-8.000,-10.700,0.579
'[00:00:00.052 01/01/2011]',-27.700,1.800,-38.401,-8.100,-11.200,0.579
'[00:00:00.053 01/01/2011]',-29.400,0.200,-39.501,-8.600,-12.300,0.579
'[00:00:00.054 01/01/2011]',-31.600,-1.000,-40.801,-9.300,-13.500,0.579
'[00:00:00.055 01/01/2011]',-34.101,-1.600,-42.201,-10.000,-14.300,0.579
'[00:00:00.056 01/01/2011]',-36.601,-1.700,-43.401,-10.500,-14.800,0.579
'[00:00:00.057 01/01/2011]',-38.901,-1.500,-44.501,-10.900,-14.900,0.579
'[00:00:00.058 01/01/2011]',-40.901,-1.500,-45.401,-11.200,-14.800,0.579
'[00:00:00.059 01/01/2011]',-42.101,-1.900,-46.001,-11.500,-14.800,0.579
'[00:00:00.060 01/01/2011]',-42.401,-2.500,-46.301,-11.800,-14.900,0.822
'[00:00:00.061 01/01/2011]',-42.001,-3.200,-46.301,-12.000,-15.000,0.822
'[00:00:00.062 01/01/2011]',-41.501,-3.500,-46.101,-12.200,-15.200,0.822
'[00:00:00.063 01/01/2011]',-41.401,-3.600,-45.801,-12.300,-15.200,0.822
'[00:00:00.064 01/01/2011]',-42.101,-3.600,-45.501,-12.500,-15.000,0.822
'[00:00:00.065 01/01/2011]',-43.201,-3.700,-45.201,-12.600,-14.800,0.822
'[00:00:00.066 01/01/2011]',-44.601,-4.100,-45.001,-12.700,-14.500,0.822
'[00:00:00.067 01/01/2011]',-45.801,-4.700,-44.801,-12.800,-14.400,0.822
'[00:00:00.068 01/01/2011]',-46.701,-5.400,-44.601,-12.900,-14.400,0.822
'[00:00:00.069 01/01/2011]',-47.401,-5.900,-44.401,-13.100,-14.500,0.822
'[00:00:00.070 01/01/2011]',-47.801,-6.200,-44.201,-13.500,-14.500,0.579
'[00:00:00.071 01/01/2011]',-47.901,-6.200,-44.001,-13.900,-14.200,0.579
'[00:00:00.072 01/01/2011]',-47.601,-6.200,-43.701,-14.200,-13.700,0.579
'[00:00:00.073 01/01/2011]',-46.901,-6.000,-43.201,-14.200,-13.100,0.579
'[00:00:00.074 01/01/2011]',-46.301,-5.900,-42.601,-13.800,-12.500,0.579
'[00:00:00.075 01/01/2011]',-46.201,-5.600,-42.101,-13.100,-12.100,0.579
'[00:00:00.076 01/01/2011]',-46.601,-5.300,-41.801,-12.400,-11.900,0.579
'[00:00:00.077 01/01/2011]',-47.201,-5.100,-41.901,-12.000,-11.700,0.579
'[00:00:00.078 01/01/2011]',-47.401,-5.000,-42.301,-12.000,-11.400,0.579
'[00:00:00.079 01/01/2011]',-46.901,-5.200,-42.901,-12.400,-11.100,0.579
'[00:00:00.080 01/01/2011]',-45.801,-5.600,-43.401,-12.900,-10.800,0.668
'[00:00:00.081 01/01/2011]',-44.901,-6.100,-43.401,-13.200,-10.700,0.668
'[00:00:00.082 01/01/2011]',-44.901,-6.500,-43.101,-13.200,-10.700,0.668
'[00:00:00.083 01/01/2011]',-45.701,-6.800,-42.501,-13.100,-11.000,0.668
'[00:00:00.084 01/01/2011]',-47.001,-7.000,-42.001,-13.000,-11.300,0.668
'[00:00:00.085 01/01/2011]',-47.901,-7.300,-41.801,-13.100,-11.600,0.668
'[00:00:00.086 01/01/2011]',-47.901,-7.600,-41.901,-13.200,-11.800,0.668
'[00:00:00.087 01/01/2011]',-47.101,-7.800,-42.301,-13.400,-12.100,0.668
'[00:00:00.088 01/01/2011]',-46.001,-7.900,-42.501,-13.400,-12.400,0.668
'[00:00:00.089 01/01/2011]',-45.601,-7.700,-42.401,-13.200,-12.700,0.668
'[00:00:00.090 01/01/2011]',-45.901,-7.500,-41.901,-12.800,-13.000,0.680
'[00:00:00.091 01/01/2011]',-46.801,-7.500,-41.201,-12.500,-13.200,0.680
'[00:00:00.092 01/01/2011]',-47.601,-8.100,-40.701,-12.300,-13.400,0.680
'[00:00:00.093 01/01/2011]',-47.601,-9.000,-40.501,-12.500,-13.600,0.680
'[00:00:00.094 01/01/2011]',-47.001,-9.800,-40.701,-13.000,-13.800,0.680
'[00:00:00.095 01/01/2011]',-46.301,-10.100,-41.101,-13.700,-14.100,0.680
'[00:00:00.096 01/01/2011]',-46.101,-9.800,-41.401,-14.400,-14.500,0.680
'[00:00:00.097 01/01/2011]',-46.701,-8.900,-41.301,-15.000,-14.700,0.680
'[00:00:00.098 01/01/2011]',-48.101,-8.000,-40.801,-15.500,-14.900,0.680
'[00:00:00.099 01/01/2011]',-49.501,-7.600,-40.101,-15.900,-15.100,0.680
'[00:00:00.100 01/01/2011]',-50.201,-7.900,-39.601,-16.500,-15.300,0.700
'[00:00:00.101 01/01/2011]',-50.001,-8.700,-39.401,-17.200,-15.700,0.700
'[00:00:00.102 01/01/2011]',-48.801,-9.500,-39.801,-18.000,-16.300,0.700
'[00:00:00.103 01/01/2011]',-47.301,-9.900,-40.401,-18.700,-17.000,0.700
'[00:00:00.104 01/01/2011]',-45.901,-9.800,-41.001,-19.400,-17.700,0.700
'[00:00:00.105 01/01/2011]',-45.101,-9.500,-41.301,-19.900,-18.500,0.700
'[00:00:00.106 01/01/2011]',-45.101,-9.400,-41.201,-20.300,-19.100,0.700
'[00:00:00.107 01/01/2011]',-45.601,-9.700,-40.701,-20.700,-19.600,0.700
'[00:00:00.108 01/01/2011]',-46.401,-10.400,-40.201,-21.000,-19.900,0.700
'[00:00:00.109 01/01/2011]',-47.001,-11.100,-39.801,-21.200,-20.100,0.700
'[00:00:00.110 01/01/2011]',-47.501,-11.600,-39.701,-21.400,-20.300,0.579
'[00:00:00.111 01/01/2011]',-47.701,-11.700,-39.701,-21.600,-20.500,0.579
'[00:00:00.112 01/01/2011]',-47.701,-11.400,-39.701,-22.000,-20.800,0.579
'[00:00:00.113 01/01/2011]',-47.401,-10.900,-39.601,-22.500,-21.400,0.579
'[00:00:00.114 01/01/2011]',-46.801,-10.200,-39.301,-23.000,-22.200,0.579
'[00:00:00.115 01/01/2011]',-46.001,-9.600,-38.901,-23.400,-23.000,0.579
'[00:00:00.116 01/01/2011]',-45.001,-9.100,-38.401,-23.300,-23.700,0.579
'[00:00:00.117 01/01/2011]',-44.201,-8.700,-38.101,-22.800,-24.300,0.579
'[00:00:00.118 01/01/2011]',-43.801,-8.400,-37.801,-21.900,-24.900,0.579
'[00:00:00.119 01/01/2011]',-43.801,-8.200,-37.701,-21.100,-25.600,0.579
'[00:00:00.120 01/01/2011]',-44.101,-8.000,-37.701,-20.600,-26.400,0.822
'[00:00:00.121 01/01/2011]',-44.301,-7.800,-37.701,-20.400,-27.500,0.822
'[00:00:00.122 01/01/2011]',-43.901,-7.700,-37.901,-20.600,-28.600,0.822
'[00:00:00.123 01/01/2011]',-43.001,-7.800,-38.201,-20.900,-29.700,0.822
'[00:00:00.124 01/01/2011]',-41.901,-8.000,-38.701,-21.300,-30.700,0.822
'[00:00:00.125 01/01/2011]',-41.201,-8.600,-39.401,-21.700,-31.600,0.822
'[00:00:00.126 01/01/2011]',-41.201,-9.300,-40.101,-22.200,-32.400,0.822
'[00:00:00.127 01/01/2011]',-41.901,-10.000,-40.801,-22.700,-33.301,0.822
'[00:00:00.128 01/01/2011]',-42.701,-10.500,-41.401,-23.200,-34.401,0.822
'[00:00:00.129 01/01/2011]',-43.301,-10.600,-42.001,-23.800,-35.501,0.822
'[00:00:00.130 01/01/2011]',-43.401,-10.700,-42.701,-24.400,-36.801,0.579
'[00:00:00.131 01/01/2011]',-43.301,-11.000,-43.501,-25.200,-38.001,0.579
'[00:00:00.132 01/01/2011]',-43.601,-11.500,-44.401,-26.100,-38.901,0.579
'[00:00:00.133 01/01/2011]',-44.601,-12.200,-45.101,-26.900,-39.401,0.579
'[00:00:00.134 01/01/2011]',-46.001,-12.700,-45.301,-27.300,-39.201,0.579
'[00:00:00.135 01/01/2011]',-47.101,-12.600,-44.901,-26.900,-38.601,0.579
'[00:00:00.136 01/01/2011]',-47.001,-11.800,-43.601,-25.600,-37.701,0.579
'[00:00:00.137 01/01/2011]',-45.201,-10.700,-41.901,-24.000,-36.901,0.579
'[00:00:00.138 01/01/2011]',-41.401,-9.700,-40.001,-22.500,-36.301,0.579
'[00:00:00.139 01/01/2011]',-35.701,-9.200,-38.301,-21.700,-35.901,0.579
'[00:00:00.140 01/01/2011]',-28.300,-9.100,-36.801,-21.400,-35.501,0.668
'[00:00:00.141 01/01/2011]',-19.200,-9.200,-35.501,-21.200,-34.601,0.668
'[00:00:00.142 01/01/2011]',-8.700,-9.000,-33.901,-20.500,-33.101,0.668
'[00:00:00.143 01/01/2011]',2.700,-8.500,-32.000,-19.000,-31.000,0.668
'[00:00:00.144 01/01/2011]',14.100,-7.700,-29.900,-17.000,-28.800,0.668
'[00:00:00.145 01/01/2011]',24.200,-7.100,-28.000,-15.300,-27.000,0.668
'[00:00:00.146 01/01/2011]',32.000,-6.800,-26.600,-14.300,-25.800,0.668
'[00:00:00.147 01/01/2011]',37.401,-6.800,-25.600,-14.100,-25.100,0.668
'[00:00:00.148 01/01/2011]',40.901,-6.900,-24.700,-14.300,-24.300,0.668
'[00:00:00.149 01/01/2011]',43.501,-6.700,-23.300,-14.100,-23.100,0.668
'[00:00:00.150 01/01/2011]',45.701,-6.400,-21.400,-13.300,-21.100,0.680
'[00:00:00.151 01/01/2011]',47.801,-6.000,-19.100,-11.900,-18.900,0.680
'[00:00:00.152 01/01/2011]',49.001,-5.800,-17.000,-10.400,-16.800,0.680
'[00:00:00.153 01/01/2011]',48.901,-5.700,-15.500,-9.200,-15.400,0.680
'[00:00:00.154 01/01/2011]',47.401,-5.600,-15.000,-8.700,-14.900,0.680
'[00:00:00.155 01/01/2011]',45.301,-5.100,-15.100,-8.700,-15.000,0.680
'[00:00:00.156 01/01/2011]',43.401,-4.200,-15.400,-9.000,-15.500,0.680
'[00:00:00.157 01/01/2011]',42.501,-3.200,-15.500,-9.300,-16.000,0.680
'[00:00:00.158 01/01/2011]',42.401,-2.600,-15.600,-9.700,-16.500,0.680
'[00:00:00.159 01/01/2011]',42.201,-2.700,-16.000,-10.400,-17.200,0.680
'[00:00:00.160 01/01/2011]',40.801,-3.600,-17.300,-11.800,-18.400,0.688
'[00:00:00.161 01/01/2011]',37.001,-5.000,-19.600,-13.900,-20.500,0.688
'[00:00:00.162 01/01/2011]',30.800,-6.500,-22.900,-16.600,-23.500,0.688
'[00:00:00.163 01/01/2011]',22.300,-7.700,-26.700,-19.600,-27.000,0.688
'[00:00:00.164 01/01/2011]',12.100,-8.500,-30.500,-22.500,-30.700,0.688
'[00:00:00.165 01/01/2011]',0.800,-9.000,-33.701,-24.900,-33.901,0.688
'[00:00:00.166 01/01/2011]',-10.700,-9.600,-36.301,-26.600,-36.401,0.688
'[00:00:00.167 01/01/2011]',-21.700,-10.300,-38.101,-27.400,-38.001,0.688
'[00:00:00.168 01/01/2011]',-31.000,-11.100,-39.201,-27.600,-38.801,0.688
'[00:00:00.169 01/01/2011]',-37.601,-12.000,-39.401,-27.200,-39.001,0.688
'[00:00:00.170 01/01/2011]',-41.101,-12.600,-38.901,-26.400,-38.801,0.579
'[00:00:00.171 01/01/2011]',-41.301,-12.900,-37.801,-25.600,-38.501,0.579
'[00:00:00.172 01/01/2011]',-38.801,-12.800,-36.201,-25.000,-38.101,0.579
'[00:00:00.173 01/01/2011]',-34.101,-12.600,-34.601,-24.600,-37.901,0.579
'[00:00:00.174 01/01/2011]',-27.900,-12.300,-33.301,-24.500,-37.701,0.579
'[00:00:00.175 01/01/2011]',-20.800,-12.200,-32.700,-24.400,-37.601,0.579
'[00:00:00.176 01/01/2011]',-13.700,-12.100,-32.500,-24.200,-37.401,0.579
'[00:00:00.177 01/01/2011]',-7.700,-12.000,-32.700,-23.900,-37.101,0.579
'[00:00:00.178 01/01/2011]',-3.600,-11.700,-32.901,-23.500,-36.501,0.579
'[00:00:00.179 01/01/2011]',-1.800,-11.300,-32.901,-23.200,-35.601,0.579
'[00:00:00.180 01/01/2011]',-1.800,-10.700,-32.600,-22.900,-34.601,0.822
'[00:00:00.181 01/01/2011]',-2.600,-10.200,-32.200,-22.700,-33.801,0.822
'[00:00:00.182 01/01/2011]',-3.100,-10.000,-31.800,-22.700,-33.101,0.822
'[00:00:00.183 01/01/2011]',-2.700,-10.000,-31.700,-22.800,-32.801,0.822
'[00:00:00.184 01/01/2011]',-1.500,-10.400,-31.700,-22.900,-32.700,0.822
'[00:00:00.185 01/01/2011]',0.100,-11.000,-31.800,-23.000,-32.700,0.822
'[00:00:00.186 01/01/2011]',1.500,-11.700,-31.800,-23.000,-32.801,0.822
'[00:00:00.187 01/01/2011]',2.500,-12.600,-31.600,-23.000,-32.901,0.822
'[00:00:00.188 01/01/2011]',3.200,-13.400,-31.400,-23.000,-33.201,0.822
'[00:00:00.189 01/01/2011]',4.000,-14.100,-31.100,-23.000,-33.701,0.822
'[00:00:00.190 01/01/2011]',4.900,-14.500,-30.800,-23.200,-34.201,0.579
'[00:00:00.191 01/01/2011]',5.700,-14.700,-30.700,-23.400,-34.601,0.579
'[00:00:00.192 01/01/2011]',6.300,-14.500,-30.600,-23.600,-34.801,0.579
'[00:00:00.193 01/01/2011]',6.600,-14.200,-30.600,-23.700,-34.601,0.579
'[00:00:00.194 01/01/2011]',6.400,-13.900,-30.600,-23.700,-34.201,0.579
'[00:00:00.195 01/01/2011]',6.100,-13.600,-30.500,-23.500,-33.701,0.579
'[00:00:00.196 01/01/2011]',5.800,-13.400,-30.400,-23.200,-33.301,0.579
'[00:00:00.197 01/01/2011]',5.600,-13.300,-30.300,-22.900,-33.001,0.579
'[00:00:00.198 01/01/2011]',5.600,-13.300,-30.200,-22.800,-32.901,0.579
'[00:00:00.199 01/01/2011]',5.700,-13.300,-30.300,-22.800,-33.001,0.579
'[00:00:00.200 01/01/2011]',5.900,-13.100,-30.500,-23.000,-33.101,0.668
'[00:00:00.201 01/01/2011]',6.200,-12.700,-30.800,-23.100,-33.301,0.668
'[00:00:00.202 01/01/2011]',6.400,-12.300,-31.000,-23.200,-33.501,0.668
'[00:00:00.203 01/01/2011]',6.500,-12.000,-31.200,-23.100,-33.701,0.668
'[00:00:00.204 01/01/2011]',6.600,-12.000,-31.400,-23.100,-33.801,0.668
'[00:00:00.205 01/01/2011]',6.600,-12.400,-31.500,-23.000,-33.701,0.668
'[00:00:00.206 01/01/2011]',7.000,-13.100,-31.700,-23.000,-33.301,0.668
'[00:00:00.207 01/01/2011]',7.700,-13.800,-32.000,-23.100,-32.700,0.668
'[00:00:00.208 01/01/2011]',8.800,-14.400,-32.200,-23.200,-32.200,0.668
'[00:00:00.209 01/01/2011]',9.900,-14.800,-32.200,-23.200,-31.800,0.668
'[00:00:00.210 01/01/2011]',10.600,-15.000,-32.000,-23.300,-31.700,0.680
'[00:00:00.211 01/01/2011]',10.600,-15.300,-31.600,-23.500,-31.700,0.680
'[00:00:00.212 01/01/2011]',10.000,-15.500,-31.300,-23.900,-31.900,0.680
'[00:00:00.213 01/01/2011]',9.100,-15.700,-31.000,-24.500,-32.200,0.680
'[00:00:00.214 01/01/2011]',8.300,-15.600,-31.000,-25.000,-32.500,0.680
'[00:00:00.215 01/01/2011]',7.900,-15.100,-31.000,-25.400,-32.600,0.680
'[00:00:00.216 01/01/2011]',8.000,-14.400,-30.900,-25.300,-32.500,0.680
'[00:00:00.217 01/01/2011]',8.300,-13.600,-30.600,-24.800,-32.200,0.680
'[00:00:00.218 01/01/2011]',8.700,-13.000,-30.200,-24.100,-31.500,0.680
'[00:00:00.219 01/01/2011]',9.200,-12.600,-29.800,-23.500,-30.700,0.680
'[00:00:00.220 01/01/2011]',9.700,-12.400,-29.500,-23.000,-29.900,0.723
'[00:00:00.221 01/01/2011]',10.300,-12.300,-29.400,-22.800,-29.300,0.723
'[00:00:00.222 01/01/2011]',10.700,-12.200,-29.300,-22.500,-29.000,0.723
'[00:00:00.223 01/01/2011]',10.500,-12.000,-29.100,-22.200,-29.000,0.723
'[00:00:00.224 01/01/2011]',9.600,-11.900,-28.800,-21.700,-29.100,0.723
'[00:00:00.225 01/01/2011]',8.500,-11.900,-28.400,-21.100,-29.000,0.723
'[00:00:00.226 01/01/2011]',7.800,-12.000,-28.000,-20.700,-28.600,0.723
'[00:00:00.227 01/01/2011]',8.100,-12.100,-27.700,-20.600,-28.000,0.723
'[00:00:00.228 01/01/2011]',9.400,-12.300,-27.400,-20.900,-27.300,0.723
'[00:00:00.229 01/01/2011]',11.100,-12.600,-27.200,-21.400,-26.800,0.723
'[00:00:00.230 01/01/2011]',12.300,-13.100,-27.000,-21.900,-26.800,0.579
'[00:00:00.231 01/01/2011]',12.400,-13.800,-26.800,-22.300,-27.300,0.579
'[00:00:00.232 01/01/2011]',11.500,-14.500,-26.900,-22.300,-28.100,0.579
'[00:00:00.233 01/01/2011]',10.400,-14.900,-27.200,-22.200,-29.100,0.579
'[00:00:00.234 01/01/2011]',9.600,-15.000,-27.600,-22.000,-29.900,0.579
'[00:00:00.235 01/01/2011]',9.700,-14.600,-28.100,-21.900,-30.300,0.579
'[00:00:00.236 01/01/2011]',10.200,-14.100,-28.300,-21.900,-30.300,0.579
'[00:00:00.237 01/01/2011]',10.700,-13.500,-28.100,-21.800,-29.900,0.579
'[00:00:00.238 01/01/2011]',10.800,-13.100,-27.400,-21.600,-29.300,0.579
'[00:00:00.239 01/01/2011]',10.600,-12.800,-26.700,-21.200,-28.800,0.579
'[00:00:00.240 01/01/2011]',10.300,-12.400,-26.100,-20.600,-28.500,0.822
'[00:00:00.241 01/01/2011]',10.400,-11.800,-25.800,-20.000,-28.300,0.822
'[00:00:00.242 01/01/2011]',10.800,-11.100,-25.900,-19.700,-28.000,0.822
'[00:00:00.243 01/01/2011]',11.100,-10.500,-26.100,-19.600,-27.700,0.822
'[00:00:00.244 01/01/2011]',11.000,-10.300,-26.200,-19.800,-27.100,0.822
'[00:00:00.245 01/01/2011]',10.400,-10.500,-26.200,-20.100,-26.300,0.822
'[00:00:00.246 01/01/2011]',9.700,-10.900,-26.000,-20.100,-25.500,0.822
'[00:00:00.247 01/01/2011]',9.400,-11.300,-25.800,-19.900,-24.700,0.822
'[00:00:00.248 01/01/2011]',9.900,-11.500,-25.700,-19.400,-23.900,0.822
'[00:00:00.249 01/01/2011]',11.000,-11.600,-25.700,-18.900,-23.300,0.822
'[00:00:00.250 01/01/2011]',12.300,-11.700,-25.500,-18.700,-22.900,0.579
'[00:00:00.251 01/01/2011]',13.300,-11.800,-25.200,-18.900,-22.700,0.579
'[00:00:00.252 01/01/2011]',13.800,-12.000,-24.700,-19.400,-22.900,0.579
'[00:00:00.253 01/01/2011]',13.700,-12.200,-24.400,-19.900,-23.300,0.579
'[00:00:00.254 01/01/2011]',13.100,-12.300,-24.400,-20.300,-23.600,0.579
'[00:00:00.255 01/01/2011]',12.300,-12.300,-24.700,-20.300,-23.800,0.579
'[00:00:00.256 01/01/2011]',11.500,-12.100,-25.200,-20.200,-23.900,0.579
'[00:00:00.257 01/01/2011]',10.900,-11.800,-25.700,-20.000,-23.900,0.579
'[00:00:00.258 01/01/2011]',10.500,-11.500,-25.900,-20.000,-24.000,0.579
'[00:00:00.259 01/01/2011]',10.400,-11.100,-25.700,-20.200,-24.300,0.579
'[00:00:00.260 01/01/2011]',10.400,-10.600,-25.200,-20.200,-24.700,0.668
'[00:00:00.261 01/01/2011]',10.500,-9.900,-24.500,-20.000,-24.900,0.668
'[00:00:00.262 01/01/2011]',10.600,-9.200,-23.700,-19.400,-24.700,0.668
'[00:00:00.263 01/01/2011]',10.700,-8.700,-22.800,-18.600,-24.000,0.668
'[00:00:00.264 01/01/2011]',10.900,-8.300,-22.000,-17.800,-23.000,0.668
'[00:00:00.265 01/01/2011]',11.200,-8.100,-21.400,-17.100,-22.000,0.668
'[00:00:00.266 01/01/2011]',11.400,-8.100,-21.000,-16.900,-21.500,0.668
'[00:00:00.267 01/01/2011]',11.400,-8.100,-20.900,-17.000,-21.400,0.668
'[00:00:00.268 01/01/2011]',11.100,-8.100,-21.000,-17.200,-21.700,0.668
'[00:00:00.269 01/01/2011]',10.800,-8.000,-21.000,-17.500,-21.900,0.668
'[00:00:00.270 01/01/2011]',10.700,-8.000,-20.900,-17.600,-21.900,0.680
'[00:00:00.271 01/01/2011]',11.000,-8.200,-20.500,-17.600,-21.500,0.680
'[00:00:00.272 01/01/2011]',11.700,-8.600,-19.800,-17.400,-20.900,0.680
'[00:00:00.273 01/01/2011]',12.500,-9.000,-18.900,-17.200,-20.400,0.680
'[00:00:00.274 01/01/2011]',12.800,-9.400,-18.200,-17.000,-20.200,0.680
'[00:00:00.275 01/01/2011]',12.400,-9.500,-17.600,-16.900,-20.200,0.680
'[00:00:00.276 01/01/2011]',11.100,-9.300,-17.300,-16.900,-20.400,0.680
'[00:00:00.277 01/01/2011]',9.500,-8.800,-17.200,-17.100,-20.500,0.680
'[00:00:00.278 01/01/2011]',8.000,-8.100,-17.400,-17.300,-20.500,0.680
'[00:00:00.279 01/01/2011]',7.100,-7.300,-17.600,-17.500,-20.400,0.680
'[00:00:00.280 01/01/2011]',7.000,-6.600,-17.800,-17.500,-20.500,0.716
'[00:00:00.281 01/01/2011]',7.600,-6.100,-18.000,-17.300,-20.800,0.716
'[00:00:00.282 01/01/2011]',8.500,-5.800,-18.200,-17.100,-21.300,0.716
'[00:00:00.283 01/01/2011]',9.700,-5.700,-18.400,-17.000,-21.800,0.716
'[00:00:00.284 01/01/2011]',10.700,-5.700,-18.600,-17.000,-22.000,0.716
'[00:00:00.285 01/01/2011]',11.400,-5.900,-18.800,-17.300,-21.900,0.716
'[00:00:00.286 01/01/2011]',11.400,-6.100,-18.900,-17.700,-21.500,0.716
'[00:00:00.287 01/01/2011]',10.600,-6.500,-18.900,-18.100,-21.100,0.716
'[00:00:00.288 01/01/2011]',9.300,-7.000,-18.800,-18.300,-20.900,0.716
'[00:00:00.289 01/01/2011]',7.800,-7.600,-18.600,-18.200,-21.100,0.716
'[00:00:00.290 01/01/2011]',6.700,-8.000,-18.400,-17.800,-21.600,0.579
'[00:00:00.291 01/01/2011]',6.400,-8.300,-18.100,-17.300,-22.000,0.579
'[00:00:00.292 01/01/2011]',6.900,-8.300,-17.600,-16.800,-22.000,0.579
'[00:00:00.293 01/01/2011]',7.900,-8.000,-16.900,-16.400,-21.500,0.579
'[00:00:00.294 01/01/2011]',8.800,-7.500,-16.000,-16.000,-20.500,0.579
'[00:00:00.295 01/01/2011]',9.200,-7.000,-15.100,-15.600,-19.400,0.579
'[00:00:00.296 01/01/2011]',9.200,-6.500,-14.400,-15.200,-18.700,0.579
'[00:00:00.297 01/01/2011]',8.800,-6.000,-13.900,-14.600,-18.300,0.579
